#ID	X	Y	EnergyNeed	solPot	co2	socialLobby	intCap	equity	balance	mBalance	invL	health
217	427.335702451	88.5963961493	70467	0.695109917765	35233500.0	0.0	0.25	0.05	19730.76	4932.69	20	0.753995424779
218	498.601669256	27.2802820829	6218	0.0563097492868	2964290.0	0.0	0.267973294857	0.05	1230.74764433	78.2839701189	20	0.977467892945
219	323.956465359	28.6707425642	30188	0.429895848068	15094000.0	0.0	0.25	0.05	8452.64	2113.16	20	0.974703193892
220	72.479821673	57.9205250766	35467	0.324686217794	17733500.0	0.0	0.25	0.05	9930.76	2482.69	20	0.460931929529
221	373.109864991	57.4124489327	49311	0.783598110075	24655500.0	0.0	0.25	0.05	13807.08	3451.77	20	0.731482116423
222	155.868859711	72.2596323021	75455	0.976488015285	37727500.0	0.0	0.25	0.05	21127.4	5281.85	20	0.173744240605
223	331.427389625	77.7690853726	21901	0.579416862057	10950500.0	0.0	0.25	0.05	6132.28	1533.07	20	0.333788047539
224	60.1065635757	87.8950536176	33004	0.802802176706	16502000.0	0.0	0.25	0.05	9241.12	2310.28	20	0.263915161207
225	495.15806759	9.92232296309	138522	0.410133207383	69261000.0	0.0	0.25	0.05	38786.16	9696.54	20	0.369106026465
226	138.800510902	42.078655612	124194	0.704230232117	62097000.0	0.0	0.225794085682	0.05	34774.32	8693.58	20	0.0800914180423
227	197.257269	98.9251341733	158738	0.712896099536	79369000.0	0.0	0.25	0.05	44446.64	11111.66	20	0.459335951877
228	163.578007546	55.4020465467	93154	0.752364372235	46577000.0	0.0	0.25	0.05	26083.12	6520.78	20	0.85253607986
229	39.8281447428	98.6554844196	74491	0.216467447601	37245500.0	0.0	0.25	0.05	20857.48	5214.37	20	0.667361843364
230	453.784856865	55.3634834013	85689	0.0733465948468	40070060.0	0.0	0.268053909588	0.05	34851.0002861	-576.183928332	20	0.69915170981
231	166.761564327	17.9241764944	36208	0.391981750992	11712808.0	0.0	0.35230780937	0.05	72457.0528879	-12394.9411778	20	0.407143297795
232	132.799262678	73.5655201446	90479	0.964644703799	45239500.0	0.0	0.25	0.05	25334.12	6333.53	20	0.959630520105
233	97.2548682438	23.894027131	80437	0.149260019968	40218500.0	0.0	0.25	0.05	22522.36	5630.59	20	0.136799026169
234	213.472662197	78.6898944659	173869	0.191160168427	86934500.0	0.0	0.25	0.05	48683.32	12170.83	20	0.530958393082
235	88.5749163784	40.9464658878	189204	0.816676101064	94602000.0	0.0	0.25	0.05	52977.12	13244.28	20	0.874565098446
236	299.467937321	7.11110256671	30938	0.228393288839	15469000.0	0.0	0.25	0.05	8662.64	2165.66	20	0.762944566756
237	414.607396327	94.7446813639	168792	0.120558951615	84396000.0	0.0	0.25	0.05	47261.76	11815.44	20	0.445135157755
238	417.205763261	65.1815902163	79721	0.699707750814	39860500.0	0.0	0.25	0.05	22321.88	5580.47	20	0.046646880151
239	312.875653177	29.0832316334	143273	0.737581888866	71636500.0	0.0	0.25	0.05	40116.44	10029.11	20	0.98633574697
240	11.8491488185	83.2664989128	84683	0.989795804901	42341500.0	0.0	0.25	0.05	23711.24	5927.81	20	0.335759292113
241	10.7895278358	66.0816163962	52125	0.663969568182	26062500.0	0.0	0.25	0.05	14595.0	3648.75	20	0.23943175429
242	360.721502186	2.4291433245	125035	0.424156653224	62517500.0	0.0	0.25	0.05	35009.8	8752.45	20	0.254547072784
243	490.569551475	36.7450171742	59739	0.573183178276	29869500.0	0.0	0.25	0.05	16726.92	4181.73	20	0.414195035861
244	86.8605665218	83.1849617676	61269	0.271475657128	30634500.0	0.0	0.298974330712	0.05	17155.32	4288.83	20	0.213818784426
245	189.916541716	3.02959062141	66213	0.927514271006	33106500.0	0.0	0.25	0.05	18539.64	4634.91	20	0.262991831158
246	280.018551399	75.0289702856	182382	0.800325337597	91191000.0	0.0	0.25	0.05	51066.96	12766.74	20	0.985974814382
247	147.661770155	7.86263830986	12704	0.332815534557	6352000.0	0.0	0.25	0.05	3557.12	889.28	20	0.179757436311
248	392.726550206	3.3933942772	193976	0.318085896667	96988000.0	0.0	0.25	0.05	54313.28	13578.32	20	0.386818197128
249	475.340974524	79.4234392648	155056	0.0501102698139	73707157.0	0.0	0.0873494738786	0.05	41985.6972712	2792.83788243	20	0.428622152357
250	499.581444197	7.16255053292	178317	0.137223992419	89158500.0	0.0	0.25	0.05	49928.76	12482.19	20	0.512203393875
251	459.827368606	32.9655886059	146805	0.932056313402	73402500.0	0.0	0.25	0.05	41105.4	10276.35	20	0.771770856719
252	427.116539938	3.90386169667	80600	0.613639538267	40300000.0	0.0	0.25	0.05	22568.0	5642.0	20	0.232213802177
253	216.752000855	90.099423387	37075	0.629149843632	18537500.0	0.0	0.25	0.05	10381.0	2595.25	20	0.235888824015
254	160.722682124	72.8855185967	199291	0.532744151707	99645500.0	0.0	0.122324334048	0.05	492543.389312	436741.909312	20	0.501281187874
255	90.5006444762	49.8922556237	90724	0.124926684457	45362000.0	0.0	0.25	0.05	25402.72	6350.68	20	0.206169582967
256	358.6894699	94.7333285897	69753	0.266242102976	34876500.0	0.0	0.25	0.05	19530.84	4882.71	20	0.824628185274
257	422.757834674	29.4415920769	9020	0.0760635862546	4510000.0	0.0	0.25	0.05	2525.6	631.4	20	0.888862372012
258	6.167936519	12.3491834907	115576	0.959672894724	57788000.0	0.0	0.25	0.05	32361.28	8090.32	20	0.538815948376
259	385.475885914	41.8024465774	23601	0.773098300685	11800500.0	0.0	0.25	0.05	6608.28	1652.07	20	0.0489636887997
260	102.277597111	95.7436114591	87209	0.876156229438	43604500.0	0.0	0.25	0.05	24418.52	6104.63	20	0.161641457449
261	45.7265761394	21.1032419172	119670	0.946633389262	59835000.0	0.0	0.25	0.05	33507.6	8376.9	20	0.145618161935
262	41.1518202378	49.9093225823	142085	0.872785683314	71042500.0	0.0	0.25	0.05	39783.8	9945.95	20	0.954348406838
263	191.413738901	54.662555137	27461	0.771743588193	13730500.0	0.0	0.350996982503	0.05	11536.0069282	3846.92692823	20	0.382306918552
264	210.23895762	89.915687388	54988	0.43799941346	27494000.0	0.0	0.25	0.05	15396.64	3849.16	20	0.772122716835
265	389.901189528	12.7622484937	140602	0.799446720662	19268270.0	0.0	0.684048148961	0.05	2467693.8819	-113484.141957	20	0.304788150269
266	37.6341272055	93.0552549935	36601	0.520260875416	18300500.0	0.0	0.25	0.05	10248.28	2562.07	20	0.137515584475
267	225.701743421	64.454727621	57398	0.357495647337	28699000.0	0.0	0.25	0.05	16071.44	4017.86	20	0.267830930223
268	364.27121363	53.3275443421	105639	0.604327317719	52819500.0	0.0	0.25	0.05	29578.92	7394.73	20	0.880966475734
269	258.692798038	65.580784459	20275	0.263569241711	7583119.0	0.0	0.0989327910401	0.05	8740.41155154	-3069.50972515	20	0.460122362218
270	18.4544952338	46.0036765621	35434	0.427144356367	17717000.0	0.0	0.25	0.05	9921.52	2480.38	20	0.152574544603
271	354.699776281	45.9114012711	79098	0.141018712176	39549000.0	0.0	0.25	0.05	22147.44	5536.86	20	0.264828010243
272	110.631650457	75.6484712911	194197	0.680587338861	97098500.0	0.0	0.25	0.05	54375.16	13593.79	20	0.116483710369
273	210.871251315	68.7442398901	190752	0.820310272181	95376000.0	0.0	0.25	0.05	53410.56	13352.64	20	0.903198967893
274	104.798286842	88.332851603	100699	0.332732956471	50349500.0	0.0	0.25	0.05	28195.72	7048.93	20	0.10490006574
275	325.485290889	89.1642662916	176988	0.391460722726	88494000.0	0.0	0.25	0.05	49556.64	12389.16	20	0.30030297148
276	296.341693907	23.8685590788	110438	0.878641489988	55219000.0	0.0	0.25	0.05	30922.64	7730.66	20	0.86062411155
277	70.8680831409	51.8477429554	74789	0.9525827425	37394500.0	0.0	0.25	0.05	20940.92	5235.23	20	0.903967866466
278	378.234384901	44.4854886502	98047	0.229631729711	38223643.0	0.0	0.230794717169	0.05	77066.2755931	-17184.7779337	20	0.959077613322
279	343.92924801	64.0289791089	101519	0.147248288769	50759500.0	0.0	0.25	0.05	28425.32	7106.33	20	0.881100081715
280	95.9073973497	14.5033678714	180550	0.235113895357	90275000.0	0.0	0.25	0.05	50554.0	12638.5	20	0.254656577947
281	375.912646601	88.9636188198	188573	0.508553900558	94286500.0	0.0	0.25	0.05	52800.44	13200.11	20	0.612972262217
282	159.933761897	90.4727012496	136640	0.341202753854	68320000.0	0.0	0.25	0.05	38259.2	9564.8	20	0.952892116967
283	16.1369605932	36.7915985995	118854	0.804413567556	59427000.0	0.0	0.25	0.05	33279.12	8319.78	20	0.654162366856
284	366.76537295	70.1806613635	160030	0.661778829257	80015000.0	0.0	0.25	0.05	44808.4	11202.1	20	0.949488077265
285	216.757107447	63.0467679053	37339	0.306205904346	13908042.0	0.0	0.19009395903	0.05	39124.9440356	-8027.67669182	20	0.3087245577
286	387.690443255	91.2391362834	113067	0.356126641772	56533500.0	0.0	0.25	0.05	31658.76	7914.69	20	0.775578588895
287	286.166048697	37.6515090723	145399	0.0748453123271	67529860.0	0.0	0.170653426634	0.05	10378.6717221	-2684.01932997	20	0.429751697906
288	212.931769744	81.2657089491	198544	0.649180760973	99272000.0	0.0	0.25	0.05	55592.32	13898.08	20	0.395742102658
289	42.5278796571	3.43670948466	195253	0.998743466451	97626500.0	0.0	0.25	0.05	54670.84	13667.71	20	0.446380467647
290	463.794571061	46.491009703	86466	0.605678224439	43233000.0	0.0	0.663108424787	0.05	24210.48	6052.62	20	0.112328908841
291	319.304937241	67.6416713016	66565	0.394691592927	20313490.0	0.0	0.481978585192	0.05	65024.0833197	-22658.7319279	20	0.365838546068
292	248.758320112	96.1590822082	8588	0.67743696598	4294000.0	0.0	0.25	0.05	2404.64	601.16	20	0.0565241552998
293	105.995608717	57.7835373119	74285	0.124878319863	32656989.0	0.0	0.0764241966729	0.05	5600.38804649	-4644.56142716	20	0.263163219327
294	66.1067762614	42.1510516374	73981	0.464633881987	36990500.0	0.0	0.25	0.05	20714.68	5178.67	20	0.269618684853
295	51.6458710494	71.737597373	111078	0.997827001778	55539000.0	0.0	0.25	0.05	31101.84	7775.46	20	0.0708374663187
296	55.9815615799	79.9025357966	5404	0.464541518128	2702000.0	0.0	0.25	0.05	1513.12	378.28	20	0.988048480699
297	369.326938381	11.989332585	170041	0.805455217134	85020500.0	0.0	0.25	0.05	47611.48	11902.87	20	0.282837050101
298	303.649667116	86.3044099649	149949	0.720188816775	74974500.0	0.0	0.440655556114	0.05	41985.72	10496.43	20	0.00266738414668
299	96.9700408816	16.0362360264	54638	0.384870586857	27319000.0	0.0	0.25	0.05	15298.64	3824.66	20	0.214423705047
300	208.409931141	58.9516987578	17114	0.891906684822	8557000.0	0.0	0.25	0.05	4791.92	1197.98	20	0.0526739077008
301	393.083494511	68.2839597967	67497	0.945915980126	3146327.0	0.0	0.278958482716	0.05	492918.109252	-48074.9345274	20	0.728844275701
302	339.243256498	44.6146501657	189315	0.286603220386	94657500.0	0.0	0.25	0.05	53008.2	13252.05	20	0.892272162627
303	218.084878293	12.2548519175	5914	0.684050196173	2957000.0	0.0	0.25	0.05	1655.92	413.98	20	0.593451800367
304	118.739730898	10.622406778	63276	0.836205727395	31638000.0	0.0	0.25	0.05	17717.28	4429.32	20	0.617110662232
305	341.31160566	82.0956699238	122931	0.586120266078	61465500.0	0.0	0.25	0.05	34420.68	8605.17	20	0.375193116466
306	462.880962778	95.3362798531	7392	0.719541091294	1082238.0	0.0	0.250880034766	0.05	19248.029351	-5223.69291034	20	0.325964383862
307	118.555267712	12.9008848575	98481	0.153384415261	49240500.0	0.0	0.25	0.05	27574.68	6893.67	20	0.813278556545
308	81.4671271397	15.2875637662	149987	0.843917637175	13777677.0	0.0	0.218163229446	0.05	554817.066424	-107068.455674	20	0.713781750547
309	155.185998867	34.8904928745	128699	0.44952810612	64349500.0	0.0	0.25	0.05	36035.72	9008.93	20	0.570020218896
310	376.285990891	35.8942134773	97331	0.657306205424	48665500.0	0.0	0.25	0.05	27252.68	6813.17	20	0.0103155815228
311	64.1394768292	19.7744773714	149333	0.666412309456	74666500.0	0.0	0.25	0.05	41813.24	10453.31	20	0.123992138767
312	125.401327887	32.9171571068	147472	0.195956751433	73736000.0	0.0	0.25	0.05	41292.16	10323.04	20	0.234661336864
313	58.4107582292	43.9944798174	13068	0.424634859216	6534000.0	0.0	0.25	0.05	3659.04	914.76	20	0.132071420801
314	399.060146999	99.9299842512	187562	0.327731844098	63903375.0	0.0	0.232589250457	0.05	145093.387207	-59544.6434578	20	0.547906036909
315	218.37234177	41.3683477649	5686	0.22765668621	2273641.0	0.0	0.17194226011	0.05	93.2241173497	-1107.71357305	20	0.462818474006
316	1.44961199243	97.3936127689	14490	0.450732879344	7245000.0	0.0	0.256374558915	0.05	52532.5015996	48475.3015996	20	0.384317736521
317	159.372659039	29.2373168745	39861	0.672732143662	19930500.0	0.0	0.25	0.05	11161.08	2790.27	20	0.407144003668
318	412.850913385	68.1137842864	92556	0.983689357741	46278000.0	0.0	0.25	0.05	25915.68	6478.92	20	0.760346393301
319	332.711181716	76.682187246	28267	0.232711470931	14133500.0	0.0	0.25	0.05	7914.76	1978.69	20	0.672477828221
320	353.383716101	24.5227891435	49189	0.901247010119	24594500.0	0.0	0.25	0.05	13772.92	3443.23	20	0.165950122555
321	477.141799461	1.10226140698	81386	0.604891065801	40693000.0	0.0	0.367937621006	0.05	22788.08	5697.02	20	0.323702705708
322	279.190249855	96.3957938393	123775	0.857210515364	10739002.0	0.0	0.172353125482	0.05	239221.904623	-85658.0614549	20	0.720505773226
323	397.639313924	83.7812803943	78840	0.0887773076174	39420000.0	0.0	0.25	0.05	22075.2	5518.8	20	0.927276961293
324	494.131978697	7.81308259224	193839	0.80688865915	96919500.0	0.0	0.220839308718	0.05	54274.92	13568.73	20	0.283019758772
325	470.244379822	57.056878702	128612	0.910289803078	11570682.0	0.0	0.224548478874	0.05	356031.967022	-97665.6371143	20	0.724232890533
326	26.6986171201	87.3829175305	35027	0.735166081557	7265537.0	0.0	0.177728004467	0.05	-34958.2311506	-24196.4776825	20	0.293162453419
327	195.311831896	44.7126367958	48984	0.348696032454	17293925.0	0.0	0.232378806671	0.05	35967.9894655	-13153.7967053	20	0.871241446377
328	168.604998855	1.35726850253	7618	0.567254763472	3809000.0	0.0	0.25	0.05	2133.04	533.26	20	0.787016835736
329	402.346205588	57.5456322892	152017	0.460612846858	76008500.0	0.0	0.25	0.05	42564.76	10641.19	20	0.246055895462
330	29.8595921523	6.77021069129	63676	0.260904495974	31838000.0	0.0	0.593895288467	0.05	195000.122455	177170.842455	20	0.881939842446
331	491.729497084	26.5799764046	48742	0.805456658578	24371000.0	0.0	0.25	0.05	13647.76	3411.94	20	0.711899259114
332	296.575411274	57.0599413607	23162	0.824048265279	11581000.0	0.0	0.25	0.05	6485.36	1621.34	20	0.920940534365
333	61.875795392	83.1726425164	77071	0.51492023182	38535500.0	0.0	0.25	0.05	21579.88	5394.97	20	0.334478103703
334	360.383811534	85.8453159113	84248	0.328750181598	28487328.0	0.0	0.113589603686	0.05	80848.0203381	-17897.2237242	20	0.611765646447
335	269.640653051	65.6829289125	103230	0.316697754986	51615000.0	0.0	0.25	0.05	28904.4	7226.1	20	0.969586305167
336	236.863812912	34.4841766518	85939	0.742191812431	42969500.0	0.0	0.25	0.05	24062.92	6015.73	20	0.492574403202
337	190.746864431	28.568507016	97920	0.877124922859	48960000.0	0.0	0.25	0.05	27417.6	6854.4	20	0.22569795786
338	329.746720526	89.8566720189	56550	0.0688959285485	28275000.0	0.0	0.25	0.05	15834.0	3958.5	20	0.294559321264
339	158.230487574	71.9205290447	185516	0.454719736447	92758000.0	0.0	0.530972054097	0.05	672969.394472	621024.914472	20	0.240019612555
340	107.329394562	37.1418214778	41762	0.763926223612	20881000.0	0.0	0.25	0.05	11693.36	2923.34	20	0.884394242593
341	412.767587968	88.7656255503	148426	0.768653505437	74213000.0	0.0	0.115089882212	0.05	502300.907259	460741.627259	20	0.606620524761
342	90.6186555262	34.5058195367	130819	0.405177539217	65409500.0	0.0	0.25	0.05	36629.32	9157.33	20	0.104218326295
343	261.347292856	74.5237194324	71522	0.282282357686	35761000.0	0.0	0.25	0.05	20026.16	5006.54	20	0.922789674715
344	315.282538074	23.0914695749	40020	0.24200358374	20010000.0	0.0	0.25	0.05	11205.6	2801.4	20	0.469216180626
345	205.083676389	71.3616029917	33805	0.153270369442	16902500.0	0.0	0.25	0.05	9465.4	2366.35	20	0.888892274283
346	246.32443793	62.6594800284	126737	0.70883856426	63368500.0	0.0	0.25	0.05	35486.36	8871.59	20	0.99758118601
347	120.800201793	32.582356452	191649	0.578050006649	45462925.0	0.0	0.198688414435	0.05	-302335.673828	-112109.092009	20	0.632722640072
348	473.513300145	29.276153371	107983	0.754125283009	15824986.0	0.0	0.18012382091	0.05	358572.771852	-66688.0202642	20	0.447075928278
349	0.428274219089	94.1807699533	52504	0.0847380853028	24187637.0	0.0	0.216001560416	0.05	26475.2540524	-391.004877759	20	0.951751478823
350	392.759939295	65.5985482354	191954	0.412663812399	95977000.0	0.0	0.25	0.05	53747.12	13436.78	20	0.68618540528
351	89.8101346615	91.2334164783	196832	0.408627509087	98416000.0	0.0	0.25	0.05	55112.96	13778.24	20	0.740440058222
352	233.497947573	94.6716905298	46439	0.432992228356	13532413.0	0.0	0.1896339523	0.05	27432.2310876	-16725.9214294	20	0.491071848876
353	159.578774876	84.047105393	189866	0.415295267087	59201606.0	0.0	0.198036100641	0.05	173764.2752	-51961.6849506	20	0.752185402967
354	141.781594764	36.8182367633	66823	0.954132301261	33411500.0	0.0	0.475365094033	0.05	842213.914299	823503.474299	20	0.388265552419
355	183.31479671	90.5364184051	59686	0.623227063594	29843000.0	0.0	0.25	0.05	16712.08	4178.02	20	0.43600205811
356	370.744835152	28.9193231537	101773	0.350023713412	35508318.0	0.0	0.100518680392	0.05	-59912.5704296	-29317.5358152	20	0.668753993264
357	206.584433674	62.5822370946	3043	0.154492647461	1521500.0	0.0	0.25	0.05	852.04	213.01	20	0.697113217314
358	75.7294953807	84.9511012601	59986	0.370488030668	29993000.0	0.0	0.454581844671	0.05	229504.016758	212707.936758	20	0.647688023162
359	173.754929084	59.4323702771	56520	0.861658440665	28260000.0	0.0	0.25	0.05	15825.6	3956.4	20	0.561046234959
360	140.114331318	99.7882224923	187295	0.327166508058	93647500.0	0.0	0.143276746445	0.05	52442.6	13110.65	20	0.127254049025
361	67.8096994357	55.4305015865	105810	0.5191608339	52905000.0	0.0	0.25	0.05	29626.8	7406.7	20	0.841968904055
362	45.7603424371	3.10464526483	46678	0.55623472703	23339000.0	0.0	0.25	0.05	13069.84	3267.46	20	0.425773471587
363	324.771090186	29.8182569763	109736	0.0439450476338	54868000.0	0.0	0.25	0.05	30726.08	7681.52	20	0.125098595057
364	357.868112574	83.4809377119	181791	0.732809228391	90895500.0	0.0	0.25	0.05	50901.48	12725.37	20	0.597140660609
365	361.51663878	62.9560776762	129566	0.108406379035	64783000.0	0.0	0.25	0.05	36278.48	9069.62	20	0.11577079409
366	376.00105199	74.3319986239	125942	0.569614742375	62971000.0	0.0	0.558850895571	0.05	35263.76	8815.94	20	0.198658257459
367	263.659979931	5.59126712077	13744	0.260872522259	5169412.0	0.0	0.131238564616	0.05	2795.90824823	-2516.99357976	20	0.897952437672
368	250.591977924	59.7979001806	162819	0.5051408763	81409500.0	0.0	0.123904487835	0.05	45589.32	11397.33	20	0.267789020386
369	21.7858781491	5.98635449431	25293	0.733281539325	12646500.0	0.0	0.25	0.05	7082.04	1770.51	20	0.185590534284
370	204.985559979	77.5707750687	110863	0.848927442188	55431500.0	0.0	0.25	0.05	31041.64	7760.41	20	0.518989671329
371	115.73206985	17.349401354	147684	0.973375372733	8723498.0	0.0	0.0969754788073	0.05	28584.4206397	-130595.891171	20	0.634808492125
372	79.386440422	48.6713015204	195090	0.109452147113	97545000.0	0.0	0.25	0.05	54625.2	13656.3	20	0.884366471321
373	201.183395932	59.3555173094	24678	0.56910938801	12339000.0	0.0	0.25	0.05	6909.84	1727.46	20	0.342645938045
374	137.257709118	84.8112719633	88999	0.102232289221	44499500.0	0.0	0.25	0.05	24919.72	6229.93	20	0.248207407018
375	199.515804233	34.3226304477	42503	0.912231164674	21251500.0	0.0	0.25	0.05	11900.84	2975.21	20	0.408882291773
376	119.347738564	59.4706786421	159748	0.249101819777	79874000.0	0.0	0.25	0.05	44729.44	11182.36	20	0.0237895676893
377	141.603164791	73.3023363208	14537	0.0766940190748	7268500.0	0.0	0.25	0.05	4070.36	1017.59	20	0.174919145466
378	95.3384729348	33.8644759545	114511	0.0517755109734	54712596.0	0.0	0.141239319568	0.05	48439.2563493	3771.00569234	20	0.464949408155
379	466.472896367	23.535761035	175867	0.204566160865	87933500.0	0.0	0.25	0.05	49242.76	12310.69	20	0.82088992241
380	433.181988436	37.1557244193	67111	0.997214464125	33555500.0	0.0	0.25	0.05	18791.08	4697.77	20	0.565768425705
381	153.340260258	68.2762765968	147693	0.232463886671	73846500.0	0.0	0.25	0.05	41354.04	10338.51	20	0.602251739549
382	35.3903673592	21.1389077617	31035	0.997792359764	15517500.0	0.0	0.200705252534	0.05	62992.6131257	54302.8131257	20	0.535504075386
383	152.908214217	96.61152931	135254	0.90689720178	67627000.0	0.0	0.25	0.05	37871.12	9467.78	20	0.693909510364
384	382.012642604	7.21734602835	85420	0.256321655172	42710000.0	0.0	0.25	0.05	23917.6	5979.4	20	0.376942659095
385	408.586960595	24.0695162655	146928	0.502037875372	73464000.0	0.0	0.25	0.05	41139.84	10284.96	20	0.490027504817
386	290.229924444	29.0672936252	160764	0.0267842767581	80382000.0	0.0	0.25	0.05	45013.92	11253.48	20	0.27819943153
387	100.262160304	9.05737424733	22302	0.254552603466	11151000.0	0.0	0.25	0.05	6244.56	1561.14	20	0.650201095816
388	17.1507566556	5.09505634257	73130	0.953878203193	36565000.0	0.0	0.25	0.05	20476.4	5119.1	20	0.372597254562
389	336.314676809	8.59586137181	10384	0.849926977683	5192000.0	0.0	0.25	0.05	2907.52	726.88	20	0.847302027206
390	150.11004357	98.8718541899	179528	0.449047392346	89764000.0	0.0	0.25	0.05	50267.84	12566.96	20	0.739219257855
391	170.098821944	36.2448725197	121904	0.546015683469	60952000.0	0.0	0.25	0.05	34133.12	8533.28	20	0.404053283536
392	233.051222282	4.66554170097	51359	0.00288734119253	25679500.0	0.0	0.25	0.05	14380.52	3595.13	20	0.709406620723
393	4.65627959435	42.1362456596	83630	0.306049303167	41815000.0	0.0	0.373332312668	0.05	285779.41605	262363.01605	20	0.864152545077
394	71.547162253	61.558050261	16105	0.795160995463	8052500.0	0.0	0.25	0.05	4509.4	1127.35	20	0.949658426426
395	185.437316349	44.6124576068	121078	0.946403022511	11634505.0	0.0	0.329329347987	0.05	941404.670083	-96828.0135423	20	0.443432687964
396	258.741173983	86.3357811462	92437	0.950082555392	46218500.0	0.0	0.126959401489	0.05	393668.510987	367786.150987	20	0.832381924886
397	198.873211592	46.367048023	167369	0.846857922544	83684500.0	0.0	0.25	0.05	46863.32	11715.83	20	0.645349053999
398	120.693345624	59.0386222754	23559	0.0560295181348	11779500.0	0.0	0.25	0.05	6596.52	1649.13	20	0.0671182630126
399	499.458865281	15.8990371711	122329	0.766096944385	61164500.0	0.0	0.25	0.05	34252.12	8563.03	20	0.119822055205
400	417.13071253	6.62216906355	166630	0.0167302696232	81952231.0	0.0	0.259844339323	0.05	41586.0465396	8563.89356515	20	0.383495923762
401	373.995189621	47.0048395368	80309	0.840938723596	40154500.0	0.0	0.189077871744	0.05	345567.661006	323081.141006	20	0.259255378958
402	381.962369032	41.8431990151	109717	0.515305173569	54858500.0	0.0	0.25	0.05	30720.76	7680.19	20	0.655160389203
403	265.06851331	12.1892601214	29096	0.446576461307	14548000.0	0.0	0.25	0.05	8146.88	2036.72	20	0.336877369063
404	277.21033969	13.6656373856	22132	0.236342106161	11066000.0	0.0	0.25	0.05	6196.96	1549.24	20	0.0305806003049
405	363.842230734	30.3309257271	84815	0.151774295923	42407500.0	0.0	0.25	0.05	23748.2	5937.05	20	0.962679132755
406	320.994019326	2.51556705818	141245	0.892565666422	70622500.0	0.0	0.25	0.05	39548.6	9887.15	20	0.00723979103456
407	359.242144743	17.6817541834	137263	0.813829636059	68631500.0	0.0	0.25	0.05	38433.64	9608.41	20	0.923668768215
408	301.844781986	18.944043874	180856	0.0514734047518	90428000.0	0.0	0.25	0.05	50639.68	12659.92	20	0.164082734795
409	338.950876603	45.6299020077	108218	0.099097247301	48847045.0	0.0	0.117516198554	0.05	32379.9006723	-4085.87326257	20	0.358374007606
410	452.314138951	96.1263170066	61708	0.869709357196	30854000.0	0.0	0.25	0.05	17278.24	4319.56	20	0.942592722526
411	239.165981622	17.8493351666	113865	0.691432361912	56932500.0	0.0	0.200581035971	0.05	166624.516724	134742.316724	20	0.719771070873
412	125.663566281	94.4523854935	114361	0.606137274063	27721037.0	0.0	0.242420018957	0.05	-63295.863853	-56503.4439776	20	0.432353481846
413	281.896458247	36.2916014947	175205	0.803820457468	87602500.0	0.0	0.25	0.05	49057.4	12264.35	20	0.784067928917
414	338.05667629	84.4471319843	14869	0.26263729561	7434500.0	0.0	0.322651971915	0.05	42274.9709226	38111.6509226	20	0.24393252773
415	434.959411004	15.9162568367	120565	0.525827583127	60282500.0	0.0	0.25	0.05	33758.2	8439.55	20	0.948863525304
416	120.168752538	87.9143421808	76676	0.561147347532	38338000.0	0.0	0.25	0.05	21469.28	5367.32	20	0.285177222998
417	109.776895607	73.0939704936	77630	0.611077062079	38815000.0	0.0	0.25	0.05	21736.4	5434.1	20	0.260276166576
418	420.647155178	55.3488420892	50347	0.283661555	25173500.0	0.0	0.25	0.05	14097.16	3524.29	20	0.946547685762
419	194.890807307	24.4639059242	16742	0.777155009415	2080606.0	0.0	0.181573359704	0.05	67609.1090406	-10890.5198008	20	0.42471408653
420	322.62316953	8.29894516692	54337	0.438884985245	27168500.0	0.0	0.25	0.05	15214.36	3803.59	20	0.407248073924
421	64.6690522063	97.3875587544	21945	0.186177860298	10972500.0	0.0	0.25	0.05	6144.6	1536.15	20	0.638470094547
422	316.675760357	84.8641042926	24731	0.430275375213	12365500.0	0.0	0.25	0.05	6924.68	1731.17	20	0.920486129476
423	340.2143552	5.07158063352	196617	0.544263355714	98308500.0	0.0	0.0794406226583	0.05	125335.467678	70282.7076783	20	0.681599799031
424	278.716989646	54.666629115	197109	0.0188552198139	98554500.0	0.0	0.25	0.05	55190.52	13797.63	20	0.740152909268
425	401.778234033	15.8408120076	63019	0.826759154731	11339421.0	0.0	0.115802203692	0.05	166854.609276	-33613.0157419	20	0.653440248036
426	232.764320694	91.0832771566	72969	0.890366106957	6490109.0	0.0	0.114717862805	0.05	183225.196332	-51406.7521405	20	0.714176794852
427	249.250445602	48.3058893872	31452	0.450382083523	15726000.0	0.0	0.178601995881	0.05	76518.1486785	67711.5886785	20	0.938677623345
428	93.6874047933	52.2957056817	59057	0.221542513967	29528500.0	0.0	0.25	0.05	16535.96	4133.99	20	0.584238893583
429	258.96793251	95.9057477521	172111	0.972695969502	86055500.0	0.0	0.25	0.05	48191.08	12047.77	20	0.0374576222963
430	136.050160607	57.6502999524	6317	0.231347803232	3158500.0	0.0	0.25	0.05	1768.76	442.19	20	0.385588735717
431	119.396618232	94.057072935	112469	0.415123197832	56234500.0	0.0	0.101827872447	0.05	94889.3533858	63398.0333858	20	0.505227171115
432	183.533083005	53.293160144	162817	0.103721228005	81408500.0	0.0	0.25	0.05	45588.76	11397.19	20	0.70769072335
433	448.706159035	10.4393741517	6211	0.0851588019625	3105500.0	0.0	0.0831008989931	0.05	2736.29078792	997.210787917	20	0.959625814628
